iCAP 	 Lobe 	 Region 	 Percentile 	 mean z-score 	 voxels 
	 Frontal 	 Frontal_Inf_Tri_R 	 10.09 	 1.94 	 44 

12	 Frontal 	 Frontal_Mid_Orb_R 	 49.00 	 2.79 	 123 
	 Frontal 	 Frontal_Inf_Orb_L 	 42.20 	 2.95 	 184 
	 Frontal 	 Frontal_Inf_Orb_R 	 34.92 	 2.73 	 147 
	 Temporal 	 Temporal_Pole_Sup_L 	 32.47 	 2.77 	 75 
	 Frontal 	 Frontal_Mid_R 	 29.19 	 2.70 	 326 
	 Frontal 	 Frontal_Inf_Tri_L 	 28.51 	 2.73 	 144 
	 Frontal 	 Rectus_L 	 28.02 	 2.37 	 58 
	 Parietal 	 Paracentral_Lobule_L 	 27.82 	 2.39 	 69 
	 Frontal 	 Frontal_Sup_Orb_L 	 27.62 	 2.51 	 66 
	 Temporal 	 Temporal_Pole_Mid_R 	 27.27 	 2.18 	 63 
	 Frontal 	 Frontal_Sup_Orb_Medial_L 	 27.12 	 2.66 	 48 
	 Temporal 	 Temporal_Pole_Mid_L 	 26.55 	 2.19 	 47 
	 Occipital 	 Occipital_Inf_R 	 24.65 	 2.06 	 70 
	 Occipital 	 Occipital_Sup_R 	 24.12 	 2.35 	 82 
	 Parietal 	 Parietal_Inf_L 	 24.11 	 2.12 	 142 
	 Parietal 	 Paracentral_Lobule_R 	 23.31 	 2.25 	 31 
	 Frontal 	 Frontal_Mid_Orb_L 	 22.73 	 2.37 	 45 
	 Limbic 	 Insula_R 	 21.98 	 2.70 	 91 
	 Occipital 	 Occipital_Mid_R 	 21.65 	 2.06 	 113 
	 Limbic 	 Amygdala_L 	 21.57 	 1.82 	 11 
	 Frontal 	 Frontal_Sup_Orb_R 	 21.46 	 2.56 	 50 
	 Frontal 	 Frontal_Inf_Tri_R 	 21.10 	 2.38 	 92 
	 Temporal 	 Temporal_Inf_L 	 20.71 	 2.36 	 163 
	 Parietal 	 Angular_R 	 18.18 	 2.04 	 76 
	 Parietal 	 Parietal_Inf_R 	 17.73 	 2.07 	 61 
	 Limbic 	 Cingulum_Ant_R 	 17.72 	 2.34 	 67 
	 Parietal 	 Postcentral_R 	 16.89 	 2.14 	 140 
	 Parietal 	 SupraMarginal_L 	 16.56 	 2.24 	 50 
	 Parietal 	 Parietal_Sup_L 	 15.28 	 2.33 	 66 
	 Frontal 	 Frontal_Sup_Orb_Medial_R 	 14.55 	 2.36 	 32 
	 Limbic 	 Cingulum_Ant_L 	 13.44 	 2.59 	 52 
	 Temporal 	 Temporal_Mid_L 	 13.14 	 2.24 	 160 
	 Frontal 	 Frontal_Sup_R 	 12.65 	 2.41 	 92 
	 Temporal 	 Temporal_Pole_Sup_R 	 12.15 	 2.15 	 30 
	 Temporal 	 Temporal_Mid_R 	 12.11 	 2.07 	 143 
	 Frontal 	 Precentral_R 	 11.57 	 2.03 	 81 
	 Frontal 	 Rectus_R 	 10.99 	 2.10 	 21 
	 Parietal 	 Postcentral_L 	 10.45 	 2.01 	 83 
	 Occipital 	 Fusiform_L 	 10.31 	 2.32 	 64 

13	 Parietal 	 Parietal_Inf_R 	 46.80 	 2.56 	 161 
	 Temporal 	 Heschl_R 	 29.58 	 2.76 	 21 
	 Temporal 	 Heschl_L 	 26.39 	 2.62 	 19 
	 Parietal 	 SupraMarginal_R 	 25.89 	 3.06 	 124 
	 Frontal 	 Precentral_L 	 25.88 	 2.63 	 177 
	 Central 	 Rolandic_Oper_R 	 25.86 	 2.46 	 75 
	 Parietal 	 Parietal_Inf_L 	 24.79 	 2.30 	 146 
	 Frontal 	 Frontal_Mid_R 	 23.37 	 2.62 	 261 
	 Limbic 	 ParaHippocampal_L 	 22.78 	 2.53 	 54 
	 Frontal 	 Frontal_Mid_L 	 20.99 	 2.59 	 199 
	 Parietal 	 Precuneus_R 	 20.76 	 2.47 	 147 
	 Frontal 	 Frontal_Inf_Oper_R 	 20.68 	 2.59 	 67 
	 Temporal 	 Temporal_Mid_L 	 20.36 	 2.86 	 248 
	 Frontal 	 Frontal_Inf_Oper_L 	 20.09 	 2.55 	 46 
	 Limbic 	 Cingulum_Post_R 	 20.00 	 2.14 	 8 
	 Subcortical 	 Thalamus_R 	 18.01 	 2.03 	 29 
	 Parietal 	 Angular_R 	 17.22 	 2.23 	 72 
	 Parietal 	 SupraMarginal_L 	 16.89 	 2.63 	 51 
	 Limbic 	 ParaHippocampal_R 	 16.54 	 2.55 	 45 
	 Central 	 Rolandic_Oper_L 	 16.52 	 2.58 	 37 
	 Limbic 	 Cingulum_Mid_R 	 15.68 	 2.24 	 87 
	 Frontal 	 Precentral_R 	 15.14 	 2.32 	 106 
	 Limbic 	 Insula_R 	 14.98 	 2.32 	 62 
	 Occipital 	 Calcarine_R 	 14.64 	 2.23 	 65 
	 Frontal 	 Frontal_Sup_R 	 14.31 	 2.78 	 104 
	 Frontal 	 Frontal_Sup_L 	 14.29 	 3.06 	 87 
	 Occipital 	 Occipital_Sup_R 	 13.82 	 2.65 	 47 
	 Frontal 	 Frontal_Inf_Tri_R 	 13.76 	 2.20 	 60 
	 Parietel 	 Parietal_Sup_R 	 12.25 	 2.46 	 50 
	 Limbic 	 Cingulum_Mid_L 	 11.30 	 2.36 	 59 
	 Parietal 	 Precuneus_L 	 11.03 	 2.65 	 91 
	 Parietal 	 Postcentral_L 	 10.71 	 2.16 	 85 
	 Parietal 	 Parietal_Sup_L 	 10.65 	 2.20 	 46 
	 Temporal 	 Temporal_Inf_L 	 10.17 	 2.22 	 80 
	 Occipital 	 Occipital_Mid_R 	 10.15 	 1.99 	 53 

14	 Limbic 	 Hippocampus_L 	 46.20 	 3.06 	 85 
	 Occipital 	 Fusiform_L 	 37.20 	 2.56 	 231 
	 Temporal 	 Temporal_Inf_R 	 36.69 	 2.68 	 350 
	 Occipital 	 Occipital_Inf_L 	 35.15 	 2.91 	 84 
	 Frontal 	 Frontal_Sup_Orb_R 	 33.48 	 2.29 	 78 
	 Occipital 	 Fusiform_R 	 31.89 	 2.32 	 221 
	 Frontal 	 Frontal_Mid_Orb_R 	 29.08 	 3.02 	 73 
	 Temporal 	 Temporal_Inf_L 	 26.18 	 2.25 	 206 
	 Limbic 	 Hippocampus_R 	 24.61 	 3.18 	 47 
	 Frontal 	 Rectus_R 	 24.08 	 2.24 	 46 
	 Frontal 	 Olfactory_L 	 23.53 	 2.69 	 16 
	 Limbic 	 Amygdala_L 	 23.53 	 2.29 	 12 
	 Temporal 	 Temporal_Pole_Sup_L 	 22.94 	 1.98 	 53 
	 Limbic 	 ParaHippocampal_R 	 21.69 	 2.95 	 59 
	 Frontal 	 Frontal_Inf_Orb_L 	 21.33 	 2.53 	 93 
	 Frontal 	 Frontal_Inf_Orb_R 	 19.95 	 3.09 	 84 
	 Parietal 	 Paracentral_Lobule_R 	 19.55 	 2.35 	 26 
	 Frontal 	 Rectus_L 	 19.32 	 2.42 	 40 
	 Parietal 	 Parietal_Inf_R 	 18.02 	 2.31 	 62 
	 Limbic 	 Cingulum_Mid_R 	 17.66 	 2.27 	 98 
	 Limbic 	 ParaHippocampal_L 	 17.30 	 2.48 	 41 
	 Temporal 	 Temporal_Mid_R 	 17.27 	 2.56 	 204 
	 Temporal 	 Temporal_Pole_Mid_L 	 16.95 	 1.97 	 30 
	 Temporal 	 Temporal_Pole_Mid_R 	 16.45 	 2.05 	 38 
	 Subcortical 	 Pallidum_R 	 15.79 	 2.80 	 3 
	 Temporal 	 Temporal_Pole_Sup_R 	 14.98 	 2.27 	 37 
	 Limbic 	 Cingulum_Mid_L 	 14.75 	 2.23 	 77 
	 Frontal 	 Olfactory_R 	 14.29 	 2.38 	 8 
	 Temporal 	 Temporal_Mid_L 	 14.20 	 2.34 	 173 
	 Occipital 	 Cuneus_R 	 13.49 	 2.17 	 53 
	 Occipital 	 Lingual_L 	 13.31 	 1.99 	 74 
	 Occipital 	 Lingual_R 	 13.09 	 2.26 	 72 
	 Frontal 	 Frontal_Sup_Orb_L 	 12.97 	 2.58 	 31 
	 Parietal 	 SupraMarginal_R 	 12.73 	 2.30 	 61 
	 Occipital 	 Occipital_Inf_R 	 12.68 	 1.94 	 36 
	 Frontal 	 Frontal_Sup_Medial_L 	 12.42 	 2.33 	 62 
	 Frontal 	 Frontal_Mid_R 	 11.73 	 2.38 	 131 
	 Temporal 	 Temporal_Sup_L 	 11.42 	 2.16 	 70 
	 Frontal 	 Frontal_Sup_Orb_Medial_R 	 11.36 	 1.87 	 25 
	 Parietal 	 Precuneus_L 	 11.03 	 2.29 	 91 
	 Subcortical 	 Putamen_R 	 10.67 	 2.36 	 24 
	 Limbic 	 Insula_L 	 10.53 	 2.55 	 50 
	 Limbic 	 Cingulum_Ant_R 	 10.32 	 2.22 	 39 

15	 Frontal 	 Rectus_L 	 59.42 	 3.30 	 123 
	 Frontal 	 Rectus_R 	 50.26 	 3.40 	 96 
	 Frontal 	 Frontal_Sup_Orb_Medial_R 	 50.00 	 2.85 	 110 
	 Frontal 	 Frontal_Sup_Orb_Medial_L 	 49.15 	 3.15 	 87 
	 Frontal 	 Frontal_Inf_Tri_L 	 48.51 	 2.67 	 245 
	 Limbic 	 Hippocampus_R 	 42.93 	 2.48 	 82 
	 Limbic 	 Amygdala_R 	 33.33 	 2.83 	 18 
	 Frontal 	 Frontal_Sup_Orb_L 	 31.80 	 2.53 	 76 
	 Frontal 	 Frontal_Inf_Orb_L 	 31.65 	 2.44 	 138 
	 Parietal 	 Paracentral_Lobule_R 	 30.08 	 2.71 	 40 
	 Frontal 	 Frontal_Mid_Orb_L 	 29.29 	 2.31 	 58 
	 Limbic 	 Cingulum_Ant_R 	 28.84 	 2.44 	 109 
	 Frontal 	 Frontal_Sup_Medial_L 	 28.66 	 2.49 	 143 
	 Frontal 	 Frontal_Sup_Medial_R 	 27.07 	 2.92 	 111 
	 Frontal 	 Frontal_Sup_Orb_R 	 26.61 	 2.43 	 62 
	 Frontal 	 Olfactory_L 	 26.47 	 2.12 	 18 
	 Frontal 	 Frontal_Inf_Oper_L 	 25.76 	 3.03 	 59 
	 Frontal 	 Frontal_Inf_Orb_R 	 25.42 	 2.19 	 107 
	 Frontal 	 Frontal_Inf_Tri_R 	 23.85 	 2.10 	 104 
	 Temporal 	 Temporal_Pole_Mid_R 	 22.94 	 2.15 	 53 
	 Parietal 	 Angular_L 	 21.85 	 1.90 	 66 
	 Frontal 	 Frontal_Mid_Orb_R 	 20.72 	 2.28 	 52 
	 Limbic 	 Hippocampus_L 	 20.65 	 2.33 	 38 
	 Temporal 	 Temporal_Mid_L 	 20.28 	 2.37 	 247 
	 Occipital 	 Occipital_Inf_R 	 16.90 	 2.16 	 48 
	 Temporal 	 Temporal_Inf_L 	 16.77 	 2.42 	 132 
	 Occipital 	 Fusiform_R 	 15.73 	 2.23 	 109 
	 Frontal 	 Frontal_Mid_L 	 14.87 	 2.35 	 141 
	 Limbic 	 ParaHippocampal_L 	 14.77 	 2.14 	 35 
	 Occipital 	 Fusiform_L 	 14.17 	 2.21 	 88 
	 Limbic 	 Amygdala_L 	 13.73 	 1.81 	 7 
	 Occipital 	 Occipital_Sup_R 	 13.53 	 2.16 	 46 
	 Subcortical 	 Putamen_L 	 13.09 	 1.96 	 25 
	 Limbic 	 Cingulum_Ant_L 	 12.92 	 2.03 	 50 
	 Frontal 	 Precentral_L 	 12.57 	 2.44 	 86 
	 Frontal 	 Frontal_Sup_L 	 12.48 	 2.20 	 76 
	 Parietal 	 Paracentral_Lobule_L 	 12.10 	 2.36 	 30 
	 Subcortical 	 Caudate_R 	 12.00 	 2.17 	 21 
	 Limbic 	 Cingulum_Post_L 	 11.96 	 1.93 	 11 
	 Occipital 	 Occipital_Inf_L 	 11.30 	 2.18 	 27 
	 Frontal 	 Olfactory_R 	 10.71 	 2.09 	 6 
	 Frontal 	 Frontal_Sup_R 	 10.45 	 2.34 	 76 

16	 Limbic 	 Cingulum_Post_L 	 71.74 	 2.43 	 66 
	 Limbic 	 Cingulum_Post_R 	 50.00 	 2.23 	 20 
	 Limbic 	 Cingulum_Ant_L 	 40.31 	 3.26 	 156 
	 Frontal 	 Frontal_Sup_Medial_R 	 36.10 	 2.87 	 148 
	 Parietal 	 Angular_R 	 33.49 	 2.37 	 140 
	 Limbic 	 Cingulum_Ant_R 	 29.63 	 2.58 	 112 
	 Frontal 	 Frontal_Sup_Medial_L 	 28.66 	 2.52 	 143 
	 Frontal 	 Frontal_Sup_Orb_Medial_L 	 28.25 	 2.47 	 50 
	 Parietal 	 Angular_L 	 26.49 	 2.27 	 80 
	 Parietal 	 Parietal_Inf_R 	 25.58 	 2.26 	 88 
	 Limbic 	 Cingulum_Mid_L 	 24.71 	 3.07 	 129 
	 Occipital 	 Cuneus_L 	 23.64 	 2.05 	 91 
	 Limbic 	 Insula_R 	 22.95 	 2.41 	 95 
	 Frontal 	 Frontal_Sup_Orb_Medial_R 	 22.73 	 2.73 	 50 
	 Limbic 	 Amygdala_R 	 22.22 	 2.28 	 12 
	 Temporal 	 Temporal_Pole_Mid_L 	 22.03 	 2.42 	 39 
	 Frontal 	 Frontal_Inf_Tri_L 	 21.39 	 2.34 	 108 
	 Frontal 	 Frontal_Mid_L 	 21.20 	 2.59 	 201 
	 Limbic 	 Cingulum_Mid_R 	 20.18 	 2.59 	 112 
	 Frontal 	 Frontal_Sup_L 	 20.03 	 2.67 	 122 
	 Subcortical 	 Caudate_L 	 18.18 	 2.81 	 34 
	 Occipital 	 Occipital_Mid_L 	 18.16 	 2.14 	 154 
	 Parietal 	 Precuneus_R 	 18.08 	 2.23 	 128 
	 Frontal 	 Frontal_Inf_Orb_R 	 17.58 	 2.56 	 74 
	 Subcortical 	 Putamen_R 	 16.89 	 2.27 	 38 
	 Temporal 	 Temporal_Mid_L 	 16.67 	 2.14 	 203 
	 Frontal 	 Frontal_Sup_Orb_L 	 16.32 	 2.54 	 39 
	 Parietal 	 Precuneus_L 	 16.24 	 2.36 	 134 
	 Frontal 	 Frontal_Mid_Orb_L 	 16.16 	 2.53 	 32 
	 Subcortical 	 Pallidum_R 	 15.79 	 2.03 	 3 
	 Occipital 	 Occipital_Sup_R 	 15.59 	 2.22 	 53 
	 Frontal 	 Frontal_Inf_Oper_R 	 15.43 	 2.17 	 50 
	 Subcortical 	 Putamen_L 	 15.18 	 2.27 	 29 
	 Frontal 	 Frontal_Sup_R 	 15.13 	 2.74 	 110 
	 Frontal 	 Frontal_Mid_R 	 15.13 	 2.60 	 169 
	 Frontal 	 Frontal_Inf_Oper_L 	 14.41 	 2.19 	 33 
	 Occipital 	 Cuneus_R 	 14.25 	 1.94 	 56 
	 Frontal 	 Frontal_Inf_Tri_R 	 13.99 	 2.09 	 61 
	 Temporal 	 Temporal_Pole_Sup_L 	 13.42 	 2.56 	 31 
	 Temporal 	 Temporal_Pole_Sup_R 	 12.55 	 2.14 	 31 
	 Occipital 	 Occipital_Sup_L 	 11.92 	 2.14 	 36 
	 Frontal 	 Olfactory_L 	 11.76 	 2.69 	 8 
	 Limbic 	 Amygdala_L 	 11.76 	 2.22 	 6 
	 Frontal 	 Frontal_Sup_Orb_R 	 11.59 	 2.28 	 27 
	 Frontal 	 Frontal_Inf_Orb_L 	 11.47 	 2.23 	 50 
	 Limbic 	 Insula_L 	 11.16 	 2.65 	 53 
	 Frontal 	 Olfactory_R 	 10.71 	 1.65 	 6 
	 Parietal 	 Parietal_Inf_L 	 10.53 	 2.41 	 62 

17	 Temporal 	 Temporal_Pole_Mid_R 	 34.20 	 3.51 	 79 
	 Frontal 	 Frontal_Mid_Orb_R 	 32.27 	 3.01 	 81 
	 Frontal 	 Frontal_Inf_Tri_R 	 28.21 	 3.49 	 123 
	 Frontal 	 Frontal_Inf_Orb_R 	 26.13 	 2.74 	 110 
	 Parietal 	 Postcentral_R 	 25.09 	 5.13 	 208 
	 Frontal 	 Frontal_Sup_Orb_R 	 23.61 	 2.92 	 55 
	 Frontal 	 Frontal_Inf_Oper_R 	 22.22 	 2.78 	 72 
	 Central 	 Rolandic_Oper_R 	 21.03 	 2.32 	 61 
	 Limbic 	 Insula_R 	 15.70 	 2.46 	 65 
	 Occipital 	 Occipital_Inf_R 	 15.49 	 2.28 	 44 
	 Frontal 	 Precentral_R 	 14.00 	 5.52 	 98 
	 Parietal 	 Postcentral_L 	 13.98 	 3.69 	 111 
	 Subcortical 	 Putamen_R 	 10.67 	 2.39 	 24 
	 Frontal 	 Rectus_R 	 10.47 	 3.02 	 20 
	 Frontal 	 Olfactory_L 	 10.29 	 2.53 	 7 
	 Subcortical 	 Caudate_R 	 10.29 	 2.07 	 18 
	 Central 	 Rolandic_Oper_L 	 10.27 	 1.93 	 23 

18	 Limbic 	 Cingulum_Post_R 	 80.00 	 3.91 	 32 
	 Parietal 	 Angular_R 	 76.79 	 4.33 	 321 
	 Parietal 	 Angular_L 	 65.56 	 3.01 	 198 
	 Limbic 	 Cingulum_Post_L 	 63.04 	 2.46 	 58 
	 Parietal 	 Parietal_Inf_R 	 41.57 	 4.17 	 143 
	 Parietal 	 Parietal_Inf_L 	 39.39 	 3.08 	 232 
	 Parietal 	 Precuneus_R 	 33.90 	 3.15 	 240 
	 Parietal 	 Precuneus_L 	 24.85 	 2.41 	 205 
	 Limbic 	 Cingulum_Mid_R 	 21.62 	 3.72 	 120 
	 Limbic 	 Cingulum_Mid_L 	 18.20 	 2.56 	 95 
	 Temporal 	 Temporal_Mid_R 	 17.02 	 3.00 	 201 
	 Frontal 	 Frontal_Inf_Oper_R 	 15.43 	 1.78 	 50 
	 Occipital 	 Occipital_Mid_R 	 14.94 	 3.64 	 78 
	 Frontal 	 Frontal_Inf_Tri_R 	 14.22 	 2.34 	 62 
	 Frontal 	 Frontal_Inf_Oper_L 	 13.97 	 2.37 	 32 
	 Frontal 	 Frontal_Sup_R 	 12.65 	 2.36 	 92 
	 Subcortical 	 Putamen_R 	 11.11 	 2.18 	 25 
	 Limbic 	 Insula_R 	 10.87 	 2.24 	 45 
	 Frontal 	 Frontal_Sup_Medial_R 	 10.49 	 2.22 	 43 

19	 Parietal 	 Angular_L 	 31.13 	 2.92 	 94 
	 Parietal 	 Paracentral_Lobule_R 	 29.32 	 2.75 	 39 
	 Occipital 	 Cuneus_R 	 26.97 	 3.63 	 106 
	 Occipital 	 Occipital_Sup_R 	 26.76 	 2.73 	 91 
	 Parietal 	 SupraMarginal_R 	 26.51 	 2.94 	 127 
	 Occipital 	 Cuneus_L 	 25.71 	 3.04 	 99 
	 Occipital 	 Occipital_Mid_R 	 25.48 	 2.99 	 133 
	 Occipital 	 Occipital_Sup_L 	 23.84 	 2.59 	 72 
	 Parietal 	 SupraMarginal_L 	 22.85 	 3.19 	 69 
	 Temporal 	 Temporal_Sup_R 	 21.27 	 3.04 	 171 
	 Temporal 	 Temporal_Mid_L 	 19.54 	 2.70 	 238 
	 Temporal 	 Temporal_Pole_Sup_L 	 18.61 	 2.51 	 43 
	 Temporal 	 Temporal_Mid_R 	 17.95 	 2.84 	 212 
	 Temporal 	 Temporal_Pole_Mid_R 	 17.75 	 2.61 	 41 
	 Occipital 	 Lingual_R 	 17.27 	 2.60 	 95 
	 Frontal 	 Frontal_Inf_Orb_L 	 17.20 	 2.81 	 75 
	 Temporal 	 Temporal_Sup_L 	 17.13 	 2.97 	 105 
	 Occipital 	 Occipital_Inf_R 	 16.90 	 2.46 	 48 
	 Temporal 	 Temporal_Pole_Sup_R 	 15.79 	 2.80 	 39 
	 Frontal 	 Frontal_Sup_Orb_L 	 15.48 	 2.70 	 37 
	 Parietal 	 Paracentral_Lobule_L 	 14.92 	 2.15 	 37 
	 Occipital 	 Lingual_L 	 14.75 	 2.92 	 82 
	 Temporal 	 Temporal_Inf_L 	 14.74 	 2.73 	 116 
	 Subcortical 	 Caudate_L 	 14.44 	 2.95 	 27 
	 Frontal 	 Olfactory_R 	 14.29 	 2.25 	 8 
	 Limbic 	 ParaHippocampal_R 	 13.60 	 2.90 	 37 
	 Frontal 	 Precentral_R 	 13.57 	 2.59 	 95 
	 Limbic 	 Hippocampus_L 	 13.04 	 3.42 	 24 
	 Parietal 	 Parietal_Inf_L 	 12.39 	 2.98 	 73 
	 Frontal 	 Frontal_Mid_Orb_L 	 12.12 	 2.36 	 24 
	 Occipital 	 Fusiform_R 	 11.98 	 2.61 	 83 
	 Temporal 	 Temporal_Inf_R 	 11.64 	 3.20 	 111 
	 Frontal 	 Frontal_Mid_R 	 11.19 	 2.35 	 125 

20	 Occipital 	 Cuneus_R 	 36.39 	 2.78 	 143 
	 Temporal 	 Temporal_Pole_Sup_L 	 36.36 	 3.57 	 84 
	 Parietel 	 Parietal_Sup_R 	 32.35 	 2.45 	 132 
	 Subcortical 	 Putamen_R 	 31.56 	 3.67 	 71 
	 Occipital 	 Cuneus_L 	 29.87 	 2.86 	 115 
	 Occipital 	 Calcarine_R 	 24.77 	 2.54 	 110 
	 Subcortical 	 Putamen_L 	 24.08 	 2.55 	 46 
	 Occipital 	 Calcarine_L 	 22.64 	 3.04 	 127 
	 Parietal 	 Precuneus_R 	 21.33 	 2.58 	 151 
	 Parietal 	 SupraMarginal_R 	 20.88 	 2.53 	 100 
	 Frontal 	 Frontal_Sup_Orb_R 	 18.88 	 3.68 	 44 
	 Temporal 	 Temporal_Pole_Sup_R 	 18.22 	 2.57 	 45 
	 Frontal 	 Frontal_Inf_Orb_L 	 17.43 	 3.36 	 76 
	 Limbic 	 Insula_L 	 17.26 	 4.48 	 82 
	 Frontal 	 Frontal_Mid_Orb_R 	 17.13 	 5.45 	 43 
	 Parietal 	 SupraMarginal_L 	 15.89 	 2.73 	 48 
	 Temporal 	 Temporal_Pole_Mid_L 	 15.82 	 2.44 	 28 
	 Subcortical 	 Pallidum_R 	 15.79 	 3.25 	 3 
	 Limbic 	 Insula_R 	 15.70 	 2.70 	 65 
	 Parietal 	 Parietal_Sup_L 	 14.81 	 2.38 	 64 
	 Temporal 	 Temporal_Inf_L 	 14.23 	 2.68 	 112 
	 Parietal 	 Parietal_Inf_L 	 13.92 	 2.45 	 82 
	 Occipital 	 Occipital_Sup_L 	 13.58 	 2.44 	 41 
	 Temporal 	 Heschl_R 	 12.68 	 2.39 	 9 
	 Parietal 	 Precuneus_L 	 12.12 	 2.50 	 100 
	 Subcortical 	 Thalamus_L 	 12.03 	 2.50 	 16 
	 Temporal 	 Temporal_Pole_Mid_R 	 11.69 	 3.12 	 27 
	 Occipital 	 Occipital_Inf_L 	 11.30 	 2.14 	 27 
	 Frontal 	 Frontal_Inf_Tri_L 	 11.09 	 3.35 	 56 
	 Limbic 	 Cingulum_Ant_R 	 10.85 	 2.54 	 41 
	 Frontal 	 Supp_Motor_Area_R 	 10.50 	 2.33 	 50 

