   0.0000000e+00  -1.0824674e-14   0.0000000e+00  -5.6597994e-73 -2.1289799e-109   3.2203647e-37
   2.1127341e-01  -7.5325114e-01  -1.3584215e+00   9.7274889e-03   7.4379599e-03   7.4803479e-03
   9.0961715e-02  -6.7076758e-01  -1.2574219e+00   8.0823290e-03   7.0313204e-03   5.6066008e-03
   2.0467998e-01  -7.3192468e-01  -1.2818656e+00   7.6643239e-03   8.0126675e-03   7.5189301e-03
   3.3776808e-01  -7.2393590e-01  -1.3475100e+00   7.9058117e-03   1.0221348e-02   1.1005786e-02
   2.7106863e-01  -7.3846205e-01  -1.4225733e+00   9.2223470e-03   9.2088885e-03   8.9631605e-03
   2.3392695e-01  -7.3316658e-01  -1.3662046e+00   8.1974710e-03   7.7701844e-03   8.0001382e-03
   2.3641483e-01  -7.3742916e-01  -1.3971453e+00   8.4565942e-03   8.0912713e-03   7.8029453e-03
   1.8201532e-01  -6.6365469e-01  -1.3426016e+00   7.7236799e-03   7.0779988e-03   6.1273440e-03
   1.3792925e-01  -8.0760380e-01  -1.5860456e+00   1.0493595e-02   7.1889952e-03   5.4472392e-03
   1.6367783e-01  -7.5132931e-01  -1.5128094e+00   1.0115443e-02   7.3183487e-03   5.5118688e-03
   2.4307520e-01  -1.1807930e+00  -1.9968721e+00   1.3119374e-02   8.8394773e-03   7.4528957e-03
   1.7289249e-01  -1.1781973e+00  -2.0268801e+00   1.3713763e-02   8.4515863e-03   7.1581465e-03
   7.5443904e-02  -1.0112905e+00  -2.0456813e+00   1.6065583e-02   6.7273410e-03   3.6560602e-03
   1.2984986e-02  -9.4775915e-01  -1.8882058e+00   1.4654956e-02   6.6247657e-03   3.2718299e-03
   3.5311425e-02  -8.3022618e-01  -1.7445331e+00   1.2068951e-02   6.5167894e-03   2.9452538e-03
  -3.5107086e-02  -9.0434563e-01  -1.8135737e+00   1.2012345e-02   7.2665299e-03   2.3447620e-03
  -9.4517297e-02  -1.1171951e+00  -2.0859657e+00   1.4680355e-02   8.4136220e-03   3.0622098e-03
   6.4832756e-02  -1.4479707e+00  -2.5582510e+00   1.8580741e-02   1.3758336e-02   9.2384955e-03
  -5.5049841e-02  -1.3026473e+00  -2.3279962e+00   1.7340834e-02   1.2432697e-02   6.7652161e-03
  -6.8190909e-02  -1.4041785e+00  -2.4134425e+00   1.7854955e-02   1.1530381e-02   6.8199417e-03
  -8.1177938e-02  -1.1265648e+00  -2.2285583e+00   1.8730609e-02   1.0886628e-02   5.3988112e-03
  -7.7725237e-02  -8.4102760e-01  -1.6970013e+00   1.1676495e-02   9.2136157e-03   4.9717881e-03
